air_intrinsic_declare,n_os,os_list,example_module
"declare <2 x i64> @air.shuffle2.u.v2i64.v2i64.v2i64(<2 x i64>, <2 x i64>, <2 x i64>) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!misc-vector.metal.air
"declare <2 x i64> @air.shuffle2.u.v2i64.v4i64.v2i64(<4 x i64>, <4 x i64>, <2 x i64>) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!misc-vector.metal.air
"declare <2 x i64> @air.shuffle2.u.v2i64.v8i64.v2i64(<8 x i64>, <8 x i64>, <2 x i64>) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!misc-vector.metal.air
"declare <2 x i64> @air.sub_sat.s.v2i64(<2 x i64>, <2 x i64>) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare <2 x i64> @air.sub_sat.u.v2i64(<2 x i64>, <2 x i64>) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare <2 x i64> @air.vload.constant.v2i64(i64, ptr addrspace(2) nocapture readonly) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!vector-data-load-and-store.metal.air
"declare <2 x i64> @air.vload.global.v2i64(i64, ptr addrspace(1) nocapture readonly) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!vector-data-load-and-store.metal.air
"declare <2 x i64> @air.vload.local.v2i64(i64, ptr addrspace(3) nocapture readonly) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!vector-data-load-and-store.metal.air
"declare <2 x i64> @air.vload.private.v2i64(i64, ptr nocapture readonly) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!vector-data-load-and-store.metal.air
declare <2 x i8> @air.abs.s.v2i8(<2 x i8>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!integer.metal.air
declare <2 x i8> @air.abs.u.v2i8(<2 x i8>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!integer.metal.air
"declare <2 x i8> @air.abs_diff.s.v2i8(<2 x i8>, <2 x i8>) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare <2 x i8> @air.abs_diff.u.v2i8(<2 x i8>, <2 x i8>) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare <2 x i8> @air.add_sat.s.v2i8(<2 x i8>, <2 x i8>) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare <2 x i8> @air.add_sat.u.v2i8(<2 x i8>, <2 x i8>) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare <2 x i8> @air.clamp.s.v2i8(<2 x i8>, <2 x i8>, <2 x i8>) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare <2 x i8> @air.clamp.u.v2i8(<2 x i8>, <2 x i8>, <2 x i8>) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare <2 x i8> @air.clz.v2i8(<2 x i8>, i1) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
declare <2 x i8> @air.convert.s.v2i8.f.v2f16.rte(<2 x half>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.f.v2f16.rte.sat(<2 x half>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.f.v2f16.rtn(<2 x half>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.f.v2f16.rtn.sat(<2 x half>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.f.v2f16.rtp(<2 x half>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.f.v2f16.rtp.sat(<2 x half>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.f.v2f16.rtz(<2 x half>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.f.v2f16.rtz.sat(<2 x half>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.f.v2f32.rte(<2 x float>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.f.v2f32.rte.sat(<2 x float>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.f.v2f32.rtn(<2 x float>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.f.v2f32.rtn.sat(<2 x float>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.f.v2f32.rtp(<2 x float>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.f.v2f32.rtp.sat(<2 x float>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.f.v2f32.rtz(<2 x float>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.f.v2f32.rtz.sat(<2 x float>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.f.v2f64.rte(<2 x double>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.f.v2f64.rte.sat(<2 x double>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.f.v2f64.rtn(<2 x double>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.f.v2f64.rtn.sat(<2 x double>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.f.v2f64.rtp(<2 x double>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.f.v2f64.rtp.sat(<2 x double>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.f.v2f64.rtz(<2 x double>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.f.v2f64.rtz.sat(<2 x double>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.s.v2i16.rte(<2 x i16>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.s.v2i16.rte.sat(<2 x i16>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.s.v2i16.rtn(<2 x i16>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.s.v2i16.rtn.sat(<2 x i16>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.s.v2i16.rtp(<2 x i16>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.s.v2i16.rtp.sat(<2 x i16>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.s.v2i16.rtz(<2 x i16>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.s.v2i16.rtz.sat(<2 x i16>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.s.v2i32.rte(<2 x i32>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.s.v2i32.rte.sat(<2 x i32>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.s.v2i32.rtn(<2 x i32>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.s.v2i32.rtn.sat(<2 x i32>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.s.v2i32.rtp(<2 x i32>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.s.v2i32.rtp.sat(<2 x i32>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.s.v2i32.rtz(<2 x i32>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.s.v2i32.rtz.sat(<2 x i32>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.s.v2i64.rte(<2 x i64>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.s.v2i64.rte.sat(<2 x i64>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.s.v2i64.rtn(<2 x i64>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.s.v2i64.rtn.sat(<2 x i64>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.s.v2i64.rtp(<2 x i64>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.s.v2i64.rtp.sat(<2 x i64>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.s.v2i64.rtz(<2 x i64>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.s.v2i64.rtz.sat(<2 x i64>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.u.v2i16.rte(<2 x i16>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.u.v2i16.rte.sat(<2 x i16>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.u.v2i16.rtn(<2 x i16>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.u.v2i16.rtn.sat(<2 x i16>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.u.v2i16.rtp(<2 x i16>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.u.v2i16.rtp.sat(<2 x i16>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.u.v2i16.rtz(<2 x i16>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.u.v2i16.rtz.sat(<2 x i16>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.u.v2i32.rte(<2 x i32>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.u.v2i32.rte.sat(<2 x i32>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.u.v2i32.rtn(<2 x i32>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.u.v2i32.rtn.sat(<2 x i32>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.u.v2i32.rtp(<2 x i32>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.u.v2i32.rtp.sat(<2 x i32>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.u.v2i32.rtz(<2 x i32>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.u.v2i32.rtz.sat(<2 x i32>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.u.v2i64.rte(<2 x i64>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.u.v2i64.rte.sat(<2 x i64>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.u.v2i64.rtn(<2 x i64>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.u.v2i64.rtn.sat(<2 x i64>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.u.v2i64.rtp(<2 x i64>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.u.v2i64.rtp.sat(<2 x i64>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.u.v2i64.rtz(<2 x i64>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.u.v2i64.rtz.sat(<2 x i64>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.u.v2i8.rte(<2 x i8>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.u.v2i8.rte.sat(<2 x i8>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.u.v2i8.rtn(<2 x i8>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.u.v2i8.rtn.sat(<2 x i8>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.u.v2i8.rtp(<2 x i8>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.u.v2i8.rtp.sat(<2 x i8>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.u.v2i8.rtz(<2 x i8>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.s.v2i8.u.v2i8.rtz.sat(<2 x i8>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.f.v2f16.rte(<2 x half>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.f.v2f16.rte.sat(<2 x half>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.f.v2f16.rtn(<2 x half>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.f.v2f16.rtn.sat(<2 x half>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.f.v2f16.rtp(<2 x half>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.f.v2f16.rtp.sat(<2 x half>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.f.v2f16.rtz(<2 x half>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.f.v2f16.rtz.sat(<2 x half>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.f.v2f32.rte(<2 x float>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.f.v2f32.rte.sat(<2 x float>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.f.v2f32.rtn(<2 x float>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.f.v2f32.rtn.sat(<2 x float>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.f.v2f32.rtp(<2 x float>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.f.v2f32.rtp.sat(<2 x float>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.f.v2f32.rtz(<2 x float>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.f.v2f32.rtz.sat(<2 x float>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.f.v2f64.rte(<2 x double>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.f.v2f64.rte.sat(<2 x double>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.f.v2f64.rtn(<2 x double>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.f.v2f64.rtn.sat(<2 x double>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.f.v2f64.rtp(<2 x double>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.f.v2f64.rtp.sat(<2 x double>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.f.v2f64.rtz(<2 x double>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.f.v2f64.rtz.sat(<2 x double>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.s.v2i16.rte(<2 x i16>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.s.v2i16.rte.sat(<2 x i16>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.s.v2i16.rtn(<2 x i16>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.s.v2i16.rtn.sat(<2 x i16>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.s.v2i16.rtp(<2 x i16>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.s.v2i16.rtp.sat(<2 x i16>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.s.v2i16.rtz(<2 x i16>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.s.v2i16.rtz.sat(<2 x i16>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.s.v2i32.rte(<2 x i32>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.s.v2i32.rte.sat(<2 x i32>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.s.v2i32.rtn(<2 x i32>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.s.v2i32.rtn.sat(<2 x i32>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.s.v2i32.rtp(<2 x i32>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.s.v2i32.rtp.sat(<2 x i32>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.s.v2i32.rtz(<2 x i32>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.s.v2i32.rtz.sat(<2 x i32>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.s.v2i64.rte(<2 x i64>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.s.v2i64.rte.sat(<2 x i64>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.s.v2i64.rtn(<2 x i64>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.s.v2i64.rtn.sat(<2 x i64>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.s.v2i64.rtp(<2 x i64>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.s.v2i64.rtp.sat(<2 x i64>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.s.v2i64.rtz(<2 x i64>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.s.v2i64.rtz.sat(<2 x i64>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.s.v2i8.rte(<2 x i8>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.s.v2i8.rte.sat(<2 x i8>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.s.v2i8.rtn(<2 x i8>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.s.v2i8.rtn.sat(<2 x i8>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.s.v2i8.rtp(<2 x i8>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.s.v2i8.rtp.sat(<2 x i8>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.s.v2i8.rtz(<2 x i8>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.s.v2i8.rtz.sat(<2 x i8>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.u.v2i16.rte(<2 x i16>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare <2 x i8> @air.convert.u.v2i8.u.v2i16.rte.sat(<2 x i16>) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
